content,sentimen
tolong adain fitur bisa melihat orang yang ga dikenal masuk ke saluran,1
wa sekarang tolol sekali banyak keno nyah niat bikin apk wa gk kalau gk niat hapus ajah apk nyah kkk,1
gampang kenon,0
"Aplikasi sangat berguna sejak Covid 19. Akhirnya bisa Video Call dengan lawan bicara. Dulu hanya HP kelas atas yang bisa VC, tapi dengan WA, semua kelas HP menjadi real asal ada paket Data nya.",1
ok,0
Oke bagus sesuai aplikasi,1
😇,1
buka akun WhatsApp sayah,1
Setatus yg Baru,0
vidio call gambarnya tidak stabil,0
akun wa sy sudah hampir belasan tahun kok tiba2 ngga bisa di buka/ blokir.selama ini sy ngga pernah aneh aneh menggunakan wa sy.ini apalagi lah masa baru 2 hari di buka blokiran dari WA koq skrg di blokir lagi.selama ini sy ngga pernah aneh2 menggunakan wa sy .coba di cek aplikasi anda ini normal ngga sih ?,0
OKAY,1
Ga usah di spam2 lagi,1
no yg gw pake bertahun tahun knp gak bisa login merasa kecwa bnget masa hrus ganti no LG,1
"wa dikit"" kenon apalah cuman chat orang [p] sung kenon"" perbaiki dong",1
Sangat mambatu sekalih Dan aplikasi ini sangat bagus,1
lirih anggriani,1
kepada WhatsApp team tolong perbaiki bug bug yg ada seperti bug payload yang membuat WhatsApp tidak bisa digunakan padahal saya mau menggunakan untuk sekolah tolong fix sesegera mungkin!!! edit: mohon perbaiki saya butuh sangat butuh,1
WhatsApp ini sangat membantu,1
wa saya kena spm terus menerus,0
pujiah,1
sangat bermamfaat,1
"kebanyakan kenon tolong diperbaikin, NGENTOD",0
Sangat di mudah kan bermodikasi,0
saya tidak bisa akses WhatsApp,1
luar biasa,1
tidak bisa dipasang di hp saya Vivo y17 alasannya aplikasinya tidak resmi dll,1
aplikasi ruwet,0
Kalau jongkok sulit berdiri,1
tolong buka wansaf wa saya in,1
pemindahan data berlangsung cepat dari hp lama ke hp baru.,1
saya suka sekali,1
idk,1
top,1
Sangat kerenn,1
bagus tiba2 kena spam,0
"It often bugs when video calling, please fix it, initially it didn't bug but lately it often bugs😤😤👎👎👎👎👎👎",0
bug video call miror kamera jadi ada dua gambarnya dari salah satu pihak hilang gambarnya diganti double tampilan kamera,0
Sangat membantu,1
bagus,1
bagus,1
mantap,1
akun wa saya ada yg mau spam,1
debais,1
okk,1
knp wa saya kena spam tidak bisa di gunakan padahal wa nya buat kerja kecewa saya makai washap,1
wow banget,1
tolong dong pas vc jangan mirror omak 😭😭,1
"kenapa harus ngelaq terus ,ngebleng trus sekarang ya min",0
kenapa ada bacaan login tidak tersedia untuk saat ini??,1
ok,1
tolong dong hapus fitur emoji reaksi🙏🙏🙏,1
tidak bisa buka akun w koa,0
"perbaiki lagi dong setiap upload foto atau video burem terus padahal udah kualitasnya HD di pengaturnya ttp aja pecah, tolong dong perbaiki lagi tingakati lagi",1
bagus,1
good apk,1
akun selalu di batasi,0
sering terjadinya pemblokiran akun,0
"Disaat vc sering mengalami gangguan seperti vc yg ngebug dan patah"" padahal jaringan lancar, mohon di tanggapi dan di perbaiki",0
"aplikasi tergoblok, udah sering kenon govlok bgt tiap chat nomor org yg belum di sv malah kenon lol apk ini",0
ok mantul,1
sangat membantu dalam berkomunikasi sama keluarga.,1
sangatt oke,1
Kenapa WhatsApp saya terus di blokir,0
sangat puas,1
"jangan main reset chat dong, banyak tugas and kerjaan yg aku simpen di wa, meskipun sistemnya penyimpanan udh full hrsnya kasih peringatan. bisanya dpt peringana klo aplikasinya gabisa di buka, ini gda peringatan tiba tiba di reset semua chatku.",0
Sering muncul angka notifikasi tapi ketika di cek ga ada pesan yang masuk,1
bagus sekali aplikasi nya,0
mohon jadikan wa resmi,0
vc ne kadang troble,1
Sangat bagus,1
"wa ku tiba"" sruh minta tinjauan pdhal tdk melakukan kesalahan",0
matappp,1
ngebug Mulu kalo lagi vc,0
jangan terima telpon orang yang tidak terdaftar di WA,1
ok,1
mantap,1
oke,1
baik,1
baik,1
berguna,1
bagus banget jujurr,1
"terimakasih whatsAp yg sudah banyak membantu saya dalam segala hal dg watsAp bisa atasi masalah dg mudah semoga kedepan tambah sukses,sekali lagi terimakasih, 👃👃👃👃👃👃👃👃👃👍👍👍👍👍👍👍👍👍",1
Kenapa akun ini tidak bisa menggunakan whatsapp dihp aku.,1
mantap,1
"whatsap saya di curi, akun tak blm bsa di pulih kan, sementara sya kasi bintang 3 dlu sampai akun sya bsa di akses ulang",1
sangat puas,1
kenapa waspku ko keblokir trs,1
bagus,1
makin beragam dan byk moment,1
Aplikasi Bermutu Dan Berkualitas,1
sayaa menyukai ini,1
ok,1
MAKIN JELEK GASUKA.,0
sangat memuaskan buat berbagi info,1
"saya sering sekali kena tinjauan dari pihak whats app ini , saya kesal karena setiap saya ingin menanyakan informasi ke nomor asing sering terkena tinjauan jadi tolong untuk pihak whats app perbaiki sistem nya.",0
"Sedikit2 kadaluarsa,, pas lama gk du ipgred meta sudah penuh",0
aplikasi sngt bgus,1
bagus 👍,1
kenapa wa saya ngk bisa balas chet terkunci dia tolong dongg,0
ok,1
Bisa cpat menghubung kerabat,1
aku suka,1
pentinglah wea mah,1
hrndra,1
maaf sekarang wa kok gini ya vc nya kadang² nyetak pas ki perbesar gambar nya,1
aplikasi ini sangat membantu saya dalam perkuliahan dan juga pekerjaan saya sehari hari,1
saya tidak bisa login,1
ini sih berguna banget,1
👍👍,1
aplikasi ini membantu aku tapi sayang nya tidak ada efek di whatsapp aku,1
"aduh ini knpa ya WhatsApp gw eror masa wifi lancar di buat ngirim pesan ga ngirim ngirim, ini knpa ya, tolong dong cepet perbarui, mana pas di situasi penting lagi",1
bagus,1
rada nge lag,1
"dear whatsapp tolong untuk status video yg dipost bisa lebih ditingkatkan lagi kualitasnya formatnya biar ga terllu burik/pecah, meski kualitas yang dipost sudah HD tapi pas di jadikan status diwhatsapp berasa kualitas 360/480p 😭",1
gua nulis typo mulu 😤,0
sering bug,0
oke,1
"ini kenapaaa whatsap nyaaaa njirrrr mls bangetttt co hp ku tk bntu gegara whatsap, gilaaa kenapa si ini",1
Camera is bad. Verybad,1
"Semoga tampilan wa makin diperbarui lagi, MODEL BUBLE bisa diganti ganti biar makin cakep wa nya hehe berasa ipon hehe",1
aplikasi ini sangat Bagus 👍👍,1
"WA nya nga bug mulu orang "" jadi malas",0
sangat bagus saya aplikasinya,1
bagus keren cuma di aku ngga bisa buat kunci chat nyaa dan model nya tidak terbaru,1
tolong ganti warna love story pake merah,1
nomer ku kena blokir udah 2 kali tolong perbaiki lah jangan kaya gini terus,0
KLO di pencet saat vc sring susah.ngebug.perbaiki LG komunikasi JD trganggu,0
for me the whatsapp is very good,1
baik good,1
bagus banget,1
kenapa ya sw saya yang di tengah Masih loading Harusnya sudah ke hapus,1
bagus,1
good,1
tolong buat sorotan wa plisss🙏😭😭,1
𝑤𝑎 𝑠𝑎𝑦𝑎 𝑑𝑖 𝑎𝑗𝑢𝑘𝑎𝑛 𝑡𝑒𝑟𝑢𝑠 𝑢𝑑𝑎ℎ 𝑠𝑒𝑏𝑢𝑙𝑎𝑛 𝑡𝑒𝑟𝑢𝑠 𝑡𝑒𝑟𝑢𝑠 𝑝𝑎𝑑𝑎ℎ𝑎𝑙 𝑔𝑘 𝑑𝑖 𝑎𝑝𝑎 𝑎𝑝𝑎 𝑖𝑛 𝑐𝑢𝑚𝑎𝑛 𝑐ℎ𝑎𝑡 𝑏𝑖𝑎𝑠𝑎 𝑝𝑎𝑠𝑎𝑛𝑔 𝑠𝑤 𝑢𝑑𝑎ℎ 𝑘𝑦𝑎 𝑔𝑖𝑡𝑢 𝑑𝑖 𝑎𝑗𝑢𝑘𝑎𝑛,0
ini apa yang bermasalah ya masak sw yang di hapus masih ada tulisan status anda di hapus padahal kuota ku baru aja di isi dan tolong jangan banyak update nya yaa terima kasih,1
cakep,1
ok,1
"min fitur 1x lihat hapus aja, fto cakep dia jadi gabisa gua simpen",0
lancar,1
"wa org pada kena banned sama org Brasil, jgn dibiarin anjg beresin dulu hama² itu",0
Gak ada yang WhatsApp😭,0
"aplikasi saya tidak ada notifikasi karena fitur nya tidak suport Añdroid saya, tolong di perbaiki semula saja",0
👍,1
Gadul,1
"ini WhatsApp kenapa dahh, tiap mau bikin sw vidio padahal udh di HD ttep aja pas di upload nya burem heran bgt malah jadi jelek kualitas vidio nya. gimna nih perbaikan nya??????!!",0
nomor gw kena bug Mulu anjkkkk,1
sangat membantu,1
terbaik,1
banyak kurang nya,1
bagus,1
"semakin kesini semakin banyak update, bukanya makin bagus mlh sebaliknya. sinyal kurang dikit aj udh eror, vc kadang ngebug, suara mbalik. banyak masalah",0
"WhatsApp syaa selalu kena penijauan,padahal saya tidak mengirim pesan massal atau spam,tolong dibantu min ganti nomor baru juga kena 😭🙏",1
"video yang dijadikan status kualitasnya menjadi buruk pecah"" tolong diperbaiki",0
kenapa skrg susah X buat daftar WA baru,0
perbaiki pelayanan😀😀😀😀,1
"tolong developer, untuk bagian sw nya di HD in",1
baik untung di pelajari secara umum,0
kurang memuaskan si knapa karna saya tidak melanggar ketentuan dari pihak WhatsApp tapi terkena banned akun trus dalam beberapa hari d bulan ini mohon untuk meningkatkan kualitas aplikasi,1
"tolong statusnya bisa di perpanjang nggak cuma 24jam lansung ilang, mending 1 tahun😅 tolong di upgrade wa level 1 nya ke level 110000000😎",1
sekarang tergantung hpnya buat vc saat di bagikan layar punyaku ngak bisa tolong kak di perbarui lagi,1
membantu sekli,1
"tolong kepada developer nya terakhir di lihat nya tolong di permanenkan soalnya mending permanen biar enak kalo orang itu online atau tidak, saya mohon sekali kepada developer",1
好。,1
mau login tapi gak bisa selalu Keluar nomor tidak terverifikasi mulai gak jelas ini aplikasi,0
APLIKASI BODOH!! TIBA2 BLOCK SENDIRI KELUAR SENDIRI DENGAN ALASAN MELAKUKAN PELANGGARAN! APLIKASI TERBESAR TAPI BODOH!,1
WhatsApp gak jelas amat.tiba tiba blokir nomor akun saya.parah amat GK jelas,0
bertanggungjawab,1
mantap,1
aplikasi yg sangat berguna,1
terina kasih saya puas dengan apk ini,1
"tolong fitur wa untuk share screen di aktifkan lagi sekarang tiktok an saat share screen tidak ada suaranya, buat ga nyaman sekarang",0
welek,0
"Saran Fitur: Notifikasi Saat Diblokir di WhatsApp Masalah: Saat ini kalau pengguna diblokir, tidak ada tanda jelas. Pesan hanya menunjukkan centang 1, sehingga banyak pengguna bingung apakah pesan belum terkirim karena sinyal, diblokir, atau masalah lain. Usulan: Tambahkan notifikasi halus di dalam chat jika terjadi pemblokiran, contohnya: 1. Teks: ""Mohon maaf, pesan Anda tidak dapat terkirim"" 2. Atau indikator warna merah/kuning pada status pengiriman",1
bisaa prank orang🥰🤭,1
bagus,1
gak jelas,0
👍👍👍,1
Bagus,1
mantap,1
aneh pihak wa orang lain bisa login ke wa saya tanpa meminta otp. keaaman sangat kurang,0
Coba,1
OK,1
bagus,1
🙏🙏👍👍👍👍,1
kenapa ini pas dibuka Mutar mutar ya padahal jaringan nya ga lemot,0
akun tiba tidak bisa digunakan lagi padahal cuma chat wa guru saya yg belum di save padahal disitu usah tertulis 1 grub dengan anda kenapa dah tiba tiba di blokir,0
aplikasi ini tolong yang bener babi,1
jgn harus diupload terus kalo bisa...,1
"BUAT FITUR FILTER KATA ATAU FITUR KATA YANG DI LARANG UNTUK GRUP WHATSAPP, JADI KALO ADA YANG NGETIK KATA² YANG DI LARANG DI GRUP OTOMATIS TIDAK TERKIRIM ATAU TERHAPUS OTOMATIS OLEH WHATSAPP",1
Bagus,1
bagus sekali,1
mantap,1
gitu dong di aplikasi nya,1
tolol,0
sangat cocok,1
bagus,1
𝑏𝑎𝑔𝑢𝑠𝑠,1
matep,1
saya chat seseorang malah kena pesan anda tidak dikirim dan akun saya kena dibatasi gimana kalau mau chat orang atau untuk lamar kerjaan dll masa pesan anda tidak dikirim padahal wifi on dan kauta juga ada tolong di perbaiki dan saya melaporkan hubungi kami malah nomer nya kurang satu padahal gk ada angka 0 tolong di perbaiki ya,1
ok,1
bagud,1
sngt membntu,1
top joss.....,1
baik,1
oke baik jos jos pokoke,1
parah ga bisa login alasan ga jelas....,1
hari ini tidak bisa nelpon atau video call tolong di perbaiki,0
cireng sakti,1
jozzzz,1
Good,1
sangat bagus,1
mantaf,1
sering eror,0
ok,1
"tata letak status menyulitkan, lebih mudah di versi sebelumnya kl posisi menurun lebih mudah mencari, kalau menyamping harus di geser dulu. dan banyak iklan dibagian bawah status itu mengganggu sekali",1
sangat penting untuk semua orang dan diriku,1
Arsid Y6anTeks,1
sangat bagus,1
bgs skli,1
baik,1
ini memang sangat dibutuhkan dan sangat diperlukan...wajib dimiliki,1
respon nya sangat cepat,1
kok ada filter vcnya,0
"Aplikasinya sangat bermanfaat dan bagus, bisa chetingan, bisa juga untuk bisnis, namun untuk tampilan statusnya tidak menyesuaikan dengan vidio yang aslinya tolong disesuaikan iya. kenapa untuk musik sekarang gak bisa lagi dikirim di chat? tambahan wa sekarang memiliki tampilan saran untuk di whatsap terlalu menganggu",0
teuing Poko namah well weeee ahhhhh untuk pengguna ini saya harapkan enggak lebih dari 400 pengguna,1
"setelah di update kenapa malah makin gak jelas, kadang di grup kerjaan ada yang ngirim foto bunyinya menunggu pesan tapi setelah di buka foto GK ada yang masuk, kan sangat mengganggu apalagi kalau untuk urusan pekerjaan, tolonglah perbaiki lagi",1
bagus dan buat berkomunikasi,1
"aku beri bintang satu karna udah muak sama yang namanya di tinjau,aku gak tau WhatsApp akhir"" ini kenapa,tiba tiba ""akun ini tidak bisa menggunakan WhatsApp""ketika sudah di tinjau dan bisa di buka malah kembali lagi seperti itu beberapa kali sampai sekarang haisss ayo lah perbaikan nya udah minta bantuan tapi sama saja,padahal gak buat apa apa cuman buat liat info kerja doang",0
oke,1
suka deh tapi ada fitur yang beda dibagian telepon nya,1
sensitip banget udah berapa kali ganti nomor masih aja ke blokir,1
"tolong lah kepada pihak-pihak aplikasi WhatsApp, buka kembali nomor akun WhatsApp saya ini. saya sudah tidak memakai handphone Vivo y17 lagi. tolong buka kembali akun WhatsApp saya 😥😢. tolong jangan di spam atau diblokir lagi",1
baru daftar akun malah kena bajak...apa WhatsApp sekarang SDH TDK aman LG?,0
aplikasi mudah di gunakan,1
bagus,1
"tolong wa di revisii lagi perihal penyimpanan nya, saya pakai WhatsApp tertaut seketika terkeluar dan pesan pesan sebelumnya yang tidak ter sinkronisasi jadi hilang semua, tolong di perbaiki!!!!",0
kenapa begitu pas aku buka WhatsApp kok tiba tiba aku enggak bisa masuk tulisannya langsung minta nomor baru apa maksudnya begitu,0
Tolong di bantu untuk bisa ngechat,1
ckup baik,1
cukup baik,0
iye kunaon dei wa teh ngebug wae pas vc gambar na sarua arek dialih keun Gamba malah sarua hadeh😓😩,1
mantap,1
Abdul gofur,1
wa saya gk bisa pasang status,1
i like u 😘😘😘,1
Agar dapat menjelaskan kenapa Apk wa loghout sendiri padahal nomor ponsel masih aktif. Mohon penjelasannya sehingga konsumen tdk terganggu dgn aktifitas lainnya.,1
"Karena spam ""Akun sedang ditinjau"". Begitu terus sampai berulang kali login. Hampir satu tahun lamanya saya kira sudah aman. Saya menyadari aplikasi ini membahayakan pengguna karena rentan dihack.",0
good,1
sangat baik,1
"tolongg lah kasih aku latar belakang, tadinya sih ada cuma sekarang di hapus sama pihak whatsapp",1
Knapa,0
kok wa saya di wa terbaru beda sama yang lain apa erro di wa ter baru ini,0
meresahkan,1
sangat bagus,1
"min benerin dong, di WA aku gabisa geser pesan di saluran, temen aku bisa",1
Sangat bagus trimasksh kk,0
bagus,1
Sangat bermanfaat buat komunikasi aktivitas di mendia online.,1
saya senang,0
"ini kenapa ya tiba² whatsapp saya tadi di cek sama pihak whatsapp dan gak bisa di buka. setelh selesai, restart dr awal, saya udah pakai situs wa yang resmi, tapi malah di suruh download yang resmi. mohon kerjasamanya, ini bagaimana mengatasinya. saya butuh banget whatsapp, karena semua data saya disana",1
otomatis,1
membantu banget makasih,1
bagus,1
bagus✓,1
"apa apaan ini akun saya kena kenon lebih 5 kali?, padahal saya tidak berbuat apa apa, tolong sistemnya di perbaiki,saya marah",0
"kenapa ya susah banget dapet fitur terbarunya, padahal udah update tapi ga muncul di perangkat saya fitur barunya",0
Oke,1
"hapus ""baca semua"" dong, misal g sengaja kepencet tuh langsung, nyebelin banget. harusnya kalo itu ""lanjutkan atau batal""",0
Aplikasi nya sangat bagus dan berguna percuma ga ada yg nge chat,0
ok,1
bagai mana masuk kewa,1
good,1
"tolong lah di perbaiki lagi,saya tidak nyaman, saya suka pakai wtashap ini,dari pada watshap bisnis",1
sangat membantu,1
saya kasih bintang 5 karna saya nyaman kalo ada pesan dari dia,1
baik,1
"ini gmn sih, baru update kok eror centang 1 pdhl mereka baca. tiap update gak pernah bener nih WA",0
Mantab sekali,1
pengangguran,1
jika bisa balikin akun ku,1
perbaiki kualitas video,1
aq mohon kalau bisa bebaskan whatsap messenger,1
Ntaps,0
eror,0
tolong hilangkan pemblokiran akun dan pembatasan akun WhatsApp,1
kenapa bikin status wa video atau foto buram? tolong di perbaiki ya terimakasih:)),1
"apk udah bagus kali, saran dong tambahin fitur arsip story whatsapp 😅 biar enak abadikan momen",1
"sukaa banget sama aplikasi nyaa, aku juga gabisa chat sih kalau gak pake aplikasi inii. pokok nya yang buat thank youu yaa udh kepikiran buat inii rate aku sihh 100/100 SUKAAA BANGET POKOK NA 🎊🎉🧨",1
knp terblokir terus,0
gimana ya jelasin nya wa saya tiba tiba ke bug kalo masuk kembali lagi kembali lagi dan saya login lagi pesan semua hilang padahal banya pesan peting di aplikasi ini dan banyak berita di hp saya dan banyak sekali kenangn tiba tiba hilang gimana ga emosi saya tolong di perbaiki ya admin WhatsApp dan tolong juga saya sudah up sw malah jadi buram padahal saya sudah hd in dan juga ada fitur efek tapi pas telepon vidio engga ada efek tolong perbaiki admin WhatsApp,0
tidak bisa buka aplikasi watshaap,1
ok sih,1
Kadang error pas vc,1
Why was my WhatsApp account suddenly deactivated? Even though I didn't do anything.,0
kenapa whatsaap saya sering melakukan peninjauan padahal saya menggunakan aplikasih resmi dan tidak melakukan pelanggaran mohon bantuanya untuk meninjau kembali,0
kenapa sekarang sering buram dan suara putus Putus pas saat vc padahal koneksi internet baguss kedua belah pihak,0
ulasan Ali bocoro iya,1
"aplikasi apa ini, gajelas cewek juga ngk pernah bales chat saya lagi",0
ok,1
Wa gatel Cok,0
ok,1
skrg wa udh sering error,0
mantap,1
"sering eror knapa ya, gimana ni solusi nya",0
good,1
Aplikasi nya udh bagus,1
suka sekali,1
MBG MAS BOWO GEMOY BUAH APA YANG PALING GEMOY BUAH SAWO TAMBAGEMOY AJA MY LITTLE BOLU JEBUT,1
"ni WA knapa dh di laptop kok jadi lemot skali, padahal laptop udh ram 8,udh kya buka aplikasi apa aja ni wa beratnya di laptop.",0
bagus dan memuaskan,1
Lemot untuk update Sangatt lemot,0
bagus,1
nice,1
bagus,1
Aya Agis&Haga,1
w PLISS LAH WHATSAPP KALO MAU UP SW JANGAN BUREM MASA VIDEO HD JADI BUREM BURIK,1
ini sangat tidak penting bagi saya karena kalau saya mau mendownload ini harus menghapus aplikasi dulu,0
bagus,1
apk ga penting kalo bukan karna sekolah udah saya uninstall,0
"tolong whatsapp dikasi pengaman di bagian saluran,karena disitu banyk saluran yg memberikan link/situs tidak senonoh banyak video 18++,tolong di amankan untuk dibagian saluran nya karena menurut saya itu tidak pantas karena 95%menggunakan whatsapp,dari ank sd maupun dewasa sekalipun,tolong cepat dihapus",0
wa gajelas mau nambah kontak keluarga malah Kana ban aneh²,1
oke,1
sangat bagus,1
sangat bagus,1
WA yg sekarang agak riberttt,1
akses lagu indonesia tdk ada,1
